Name,Montesinos fraction
"[K14a5236(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 3), (7, 4)]"
"[K14a5237(0,0)]","[(0, 1), (2, 3), (2, 3), (19, 4)]"
"[K14a5239(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 3), (7, 4)]"
"[K14a5240(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 3), (5, 4)]"
"[K14a5241(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 3), (7, 4)]"
"[K14a5242(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 3), (5, 8)]"
"[K14a5243(0,0)]","[(0, 1), (2, 3), (1, 3), (29, 8)]"
"[K14a5244(0,0)]","[(0, 1), (2, 3), (1, 3), (17, 4)]"
"[K14a5245(0,0)]","[(0, 1), (2, 3), (1, 3), (19, 4)]"
"[K14a5255(0,0)]","[(0, 1), (2, 5), (3, 4), (8, 11)]"
"[K14a5256(0,0)]","[(0, 1), (2, 5), (3, 4), (8, 13)]"
"[K14a5257(0,0)]","[(0, 1), (2, 5), (1, 4), (3, 11)]"
"[K14a5258(0,0)]","[(0, 1), (2, 5), (1, 4), (7, 11)]"
"[K14a5259(0,0)]","[(0, 1), (2, 5), (3, 4), (3, 11)]"
"[K14a5260(0,0)]","[(0, 1), (2, 5), (3, 4), (7, 11)]"
"[K14a5261(0,0)]","[(0, 1), (2, 5), (1, 4), (5, 13)]"
"[K14a5262(0,0)]","[(0, 1), (2, 5), (3, 4), (5, 13)]"
"[K14a5263(0,0)]","[(0, 1), (2, 5), (3, 4), (12, 7)]"
"[K14a5264(0,0)]","[(0, 1), (2, 5), (1, 4), (5, 9)]"
"[K14a5265(0,0)]","[(0, 1), (2, 5), (3, 4), (5, 9)]"
"[K14a5268(0,0)]","[(0, 1), (2, 5), (3, 4), (4, 11)]"
"[K14a5269(0,0)]","[(0, 1), (2, 5), (5, 8), (4, 5)]"
"[K14a5270(0,0)]","[(0, 1), (2, 5), (5, 8), (4, 7)]"
"[K14a5271(0,0)]","[(0, 1), (2, 5), (1, 4), (9, 5)]"
"[K14a5272(0,0)]","[(0, 1), (2, 5), (1, 4), (11, 7)]"
"[K14a5273(0,0)]","[(0, 1), (2, 5), (3, 4), (9, 5)]"
"[K14a5274(0,0)]","[(0, 1), (2, 5), (3, 4), (11, 7)]"
"[K14a5275(0,0)]","[(0, 1), (2, 5), (3, 8), (1, 5)]"
"[K14a5276(0,0)]","[(0, 1), (2, 5), (3, 8), (3, 7)]"
"[K14a5277(0,0)]","[(0, 1), (2, 5), (5, 8), (1, 5)]"
"[K14a5278(0,0)]","[(0, 1), (2, 5), (5, 8), (3, 7)]"
"[K14a5280(0,0)]","[(0, 1), (2, 5), (2, 5), (11, 4)]"
"[K14a5281(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 4), (2, 5)]"
"[K14a5282(0,0)]","[(0, 1), (2, 3), (1, 3), (3, 4), (2, 5)]"
"[K14a5283(0,0)]","[(0, 1), (2, 5), (3, 4), (4, 9)]"
"[K14a5284(0,0)]","[(0, 1), (1, 3), (2, 5), (19, 8)]"
"[K14a5285(0,0)]","[(0, 1), (1, 3), (2, 5), (21, 8)]"
"[K14a5364(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 17)]"
"[K14a5385(0,0)]","[(0, 1), (1, 3), (2, 5), (19, 12)]"
"[K14a5391(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 17)]"
"[K14a5586(0,0)]","[(0, 1), (1, 2), (2, 7), (18, 11)]"
"[K14a5587(0,0)]","[(0, 1), (1, 2), (2, 7), (6, 7)]"
"[K14a5588(0,0)]","[(0, 1), (1, 2), (2, 7), (10, 13)]"
"[K14a5589(0,0)]","[(0, 1), (1, 2), (2, 7), (10, 17)]"
"[K14a5590(0,0)]","[(0, 1), (1, 2), (2, 7), (1, 7)]"
"[K14a5591(0,0)]","[(0, 1), (1, 2), (2, 7), (3, 13)]"
"[K14a5592(0,0)]","[(0, 1), (1, 2), (2, 7), (7, 17)]"
"[K14a5594(0,0)]","[(0, 1), (1, 2), (2, 7), (14, 9)]"
"[K14a5595(0,0)]","[(0, 1), (1, 2), (2, 7), (6, 11)]"
"[K14a5596(0,0)]","[(0, 1), (1, 2), (2, 7), (5, 11)]"
"[K14a5599(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 5), (2, 7)]"
"[K14a5600(0,0)]","[(0, 1), (1, 2), (2, 7), (14, 5)]"
"[K14a5601(0,0)]","[(0, 1), (1, 2), (2, 7), (18, 7)]"
"[K14a5602(0,0)]","[(0, 1), (1, 2), (2, 7), (11, 5)]"
"[K14a5603(0,0)]","[(0, 1), (1, 2), (2, 7), (17, 7)]"
"[K14a5606(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (9, 7)]"
"[K14a5607(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (9, 7)]"
"[K14a5608(0,0)]","[(0, 1), (1, 2), (1, 3), (30, 7)]"
"[K14a5674(0,0)]","[(0, 1), (2, 3), (2, 3), (9, 20)]"
"[K14a5684(0,0)]","[(0, 1), (1, 2), (4, 5), (8, 19)]"
"[K14a5685(0,0)]","[(0, 1), (1, 2), (4, 7), (8, 19)]"
"[K14a5686(0,0)]","[(0, 1), (1, 2), (1, 5), (8, 19)]"
"[K14a5687(0,0)]","[(0, 1), (1, 2), (3, 7), (8, 19)]"
"[K14a5688(0,0)]","[(0, 1), (1, 2), (1, 3), (46, 19)]"
"[K14a5691(0,0)]","[(0, 1), (1, 2), (2, 9), (7, 11)]"
"[K14a5692(0,0)]","[(0, 1), (1, 2), (2, 9), (5, 9)]"
"[K14a5693(0,0)]","[(0, 1), (1, 2), (2, 9), (4, 11)]"
"[K14a5694(0,0)]","[(0, 1), (1, 2), (4, 5), (11, 9)]"
"[K14a5695(0,0)]","[(0, 1), (1, 2), (4, 7), (11, 9)]"
"[K14a5696(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (2, 9)]"
"[K14a5697(0,0)]","[(0, 1), (1, 2), (2, 9), (4, 9)]"
"[K14a5735(0,0)]","[(0, 1), (2, 3), (4, 5), (5, 12)]"
"[K14a5736(0,0)]","[(0, 1), (2, 3), (4, 7), (5, 12)]"
"[K14a5744(0,0)]","[(0, 1), (2, 3), (2, 3), (29, 12)]"
"[K14a5749(0,0)]","[(0, 1), (2, 3), (1, 3), (23, 16)]"
"[K14a5761(0,0)]","[(0, 1), (1, 2), (1, 3), (14, 31)]"
"[K14a5771(0,0)]","[(0, 1), (2, 5), (2, 5), (5, 12)]"
"[K14a5804(0,0)]","[(0, 1), (2, 3), (1, 4), (14, 11)]"
"[K14a5805(0,0)]","[(0, 1), (2, 3), (1, 4), (18, 11)]"
"[K14a5806(0,0)]","[(0, 1), (2, 3), (1, 4), (6, 7)]"
"[K14a5807(0,0)]","[(0, 1), (2, 3), (1, 4), (10, 13)]"
"[K14a5808(0,0)]","[(0, 1), (2, 3), (1, 4), (10, 17)]"
"[K14a5809(0,0)]","[(0, 1), (2, 3), (1, 4), (18, 13)]"
"[K14a5810(0,0)]","[(0, 1), (2, 3), (1, 4), (14, 9)]"
"[K14a5811(0,0)]","[(0, 1), (2, 3), (1, 4), (6, 11)]"
"[K14a5816(0,0)]","[(0, 1), (2, 3), (3, 5), (1, 3), (1, 4)]"
"[K14a5817(0,0)]","[(0, 1), (2, 3), (1, 4), (14, 5)]"
"[K14a5818(0,0)]","[(0, 1), (2, 3), (1, 4), (18, 7)]"
"[K14a5819(0,0)]","[(0, 1), (2, 3), (3, 8), (6, 5)]"
"[K14a5820(0,0)]","[(0, 1), (2, 3), (3, 8), (10, 7)]"
"[K14a5825(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 3), (5, 4)]"
"[K14a5826(0,0)]","[(0, 1), (2, 3), (2, 3), (17, 4)]"
"[K14a5828(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 3), (5, 4)]"
"[K14a5829(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 3), (3, 8)]"
"[K14a5830(0,0)]","[(0, 1), (2, 3), (1, 3), (27, 8)]"
"[K14a5838(0,0)]","[(0, 1), (2, 5), (1, 4), (8, 11)]"
"[K14a5839(0,0)]","[(0, 1), (2, 5), (1, 4), (8, 13)]"
"[K14a5840(0,0)]","[(0, 1), (2, 5), (1, 4), (12, 7)]"
"[K14a5841(0,0)]","[(0, 1), (2, 5), (1, 4), (4, 11)]"
"[K14a5842(0,0)]","[(0, 1), (2, 5), (3, 8), (4, 5)]"
"[K14a5843(0,0)]","[(0, 1), (2, 5), (3, 8), (4, 7)]"
"[K14a5845(0,0)]","[(0, 1), (2, 5), (2, 5), (9, 4)]"
"[K14a5846(0,0)]","[(0, 1), (2, 5), (1, 4), (4, 9)]"
"[K14a5885(0,0)]","[(0, 1), (2, 5), (3, 4), (6, 5)]"
"[K14a5886(0,0)]","[(0, 1), (2, 5), (3, 4), (10, 7)]"
"[K14a5887(0,0)]","[(0, 1), (1, 3), (1, 3), (2, 5), (3, 4)]"
"[K14a5888(0,0)]","[(0, 1), (1, 3), (2, 5), (15, 4)]"
"[K14a5981(0,0)]","[(0, 1), (1, 2), (1, 3), (15, 13)]"
"[K14a6044(0,0)]","[(0, 1), (1, 2), (1, 5), (11, 9)]"
"[K14a6045(0,0)]","[(0, 1), (1, 2), (3, 7), (11, 9)]"
"[K14a6046(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (2, 9)]"
"[K14a6047(0,0)]","[(0, 1), (1, 2), (1, 3), (29, 9)]"
"[K14a6111(0,0)]","[(0, 1), (2, 3), (2, 5), (3, 14)]"
"[K14a6126(0,0)]","[(0, 1), (1, 2), (1, 3), (41, 29)]"
"[K14a6160(0,0)]","[(0, 1), (1, 3), (2, 5), (17, 12)]"
"[K14a6167(0,0)]","[(0, 1), (2, 3), (2, 3), (5, 22)]"
"[K14a6207(0,0)]","[(0, 1), (2, 5), (1, 4), (6, 5)]"
"[K14a6208(0,0)]","[(0, 1), (2, 5), (1, 4), (10, 7)]"
"[K14a6209(0,0)]","[(0, 1), (1, 3), (1, 3), (2, 5), (1, 4)]"
"[K14a6210(0,0)]","[(0, 1), (1, 3), (2, 5), (13, 4)]"
"[K14a623(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 15)]"
"[K14a6431(0,0)]","[(0, 1), (1, 2), (1, 3), (25, 39)]"
"[K14a6435(0,0)]","[(0, 1), (1, 2), (1, 3), (13, 47)]"
"[K14a6439(0,0)]","[(0, 1), (1, 2), (1, 3), (20, 17)]"
"[K14a6442(0,0)]","[(0, 1), (2, 3), (2, 3), (23, 7)]"
"[K14a6445(0,0)]","[(0, 1), (2, 3), (1, 3), (20, 9)]"
"[K14a6447(0,0)]","[(0, 1), (2, 3), (2, 7), (11, 7)]"
"[K14a6453(0,0)]","[(0, 1), (2, 3), (2, 5), (21, 13)]"
"[K14a6474(0,0)]","[(0, 1), (1, 2), (1, 3), (31, 49)]"
"[K14a6475(0,0)]","[(0, 1), (1, 2), (1, 3), (21, 55)]"
"[K14a6476(0,0)]","[(0, 1), (1, 2), (1, 3), (34, 55)]"
"[K14a6484(0,0)]","[(0, 1), (1, 3), (5, 8), (3, 11)]"
"[K14a6487(0,0)]","[(0, 1), (1, 3), (3, 4), (13, 21)]"
"[K14a6496(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 25)]"
"[K14a6499(0,0)]","[(0, 1), (2, 3), (2, 3), (31, 19)]"
"[K14a6501(0,0)]","[(0, 1), (2, 3), (3, 5), (16, 7)]"
"[K14a6505(0,0)]","[(0, 1), (2, 3), (2, 5), (17, 5)]"
"[K14a6508(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (7, 5)]"
"[K14a6510(0,0)]","[(0, 1), (1, 2), (1, 3), (34, 47)]"
"[K14a6519(0,0)]","[(0, 1), (1, 2), (1, 3), (19, 49)]"
"[K14a6520(0,0)]","[(0, 1), (1, 2), (1, 3), (30, 49)]"
"[K14a6523(0,0)]","[(0, 1), (1, 2), (4, 5), (5, 17)]"
"[K14a6524(0,0)]","[(0, 1), (1, 2), (4, 7), (5, 17)]"
"[K14a6525(0,0)]","[(0, 1), (1, 2), (1, 5), (5, 17)]"
"[K14a6526(0,0)]","[(0, 1), (1, 2), (3, 7), (5, 17)]"
"[K14a6527(0,0)]","[(0, 1), (1, 2), (1, 3), (39, 17)]"
"[K14a6532(0,0)]","[(0, 1), (1, 2), (1, 3), (50, 31)]"
"[K14a6534(0,0)]","[(0, 1), (1, 2), (1, 3), (28, 23)]"
"[K14a6536(0,0)]","[(0, 1), (1, 2), (1, 3), (41, 23)]"
"[K14a6541(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 9)]"
"[K14a6542(0,0)]","[(0, 1), (1, 2), (1, 3), (50, 29)]"
"[K14a6545(0,0)]","[(0, 1), (2, 3), (3, 5), (16, 9)]"
"[K14a6550(0,0)]","[(0, 1), (1, 2), (1, 3), (14, 39)]"
"[K14a6556(0,0)]","[(0, 1), (1, 3), (3, 8), (3, 11)]"
"[K14a6560(0,0)]","[(0, 1), (1, 3), (1, 4), (13, 21)]"
"[K14a6562(0,0)]","[(0, 1), (1, 3), (1, 4), (14, 11)]"
"[K14a6563(0,0)]","[(0, 1), (1, 3), (3, 4), (14, 11)]"
"[K14a6567(0,0)]","[(0, 1), (2, 3), (2, 3), (27, 19)]"
"[K14a6568(0,0)]","[(0, 1), (2, 3), (2, 3), (19, 15)]"
"[K14a6575(0,0)]","[(0, 1), (2, 3), (2, 3), (29, 21)]"
"[K14a6578(0,0)]","[(0, 1), (1, 2), (1, 3), (31, 17)]"
"[K14a6581(0,0)]","[(0, 1), (1, 2), (1, 3), (46, 27)]"
"[K14a6584(0,0)]","[(0, 1), (2, 3), (2, 3), (25, 9)]"
"[K14a6591(0,0)]","[(0, 1), (3, 5), (3, 5), (9, 7)]"
"[K14a6596(0,0)]","[(0, 1), (2, 3), (1, 3), (20, 11)]"
"[K14a6602(0,0)]","[(0, 1), (2, 3), (2, 5), (11, 14)]"
"[K14a6603(0,0)]","[(0, 1), (2, 3), (2, 3), (29, 17)]"
"[K14a6608(0,0)]","[(0, 1), (2, 3), (2, 3), (21, 34)]"
"[K14a6610(0,0)]","[(0, 1), (2, 3), (2, 3), (17, 13)]"
"[K14a6663(0,0)]","[(0, 1), (1, 3), (2, 7), (8, 13)]"
"[K14a6667(0,0)]","[(0, 1), (2, 3), (2, 7), (9, 5)]"
"[K14a6668(0,0)]","[(0, 1), (3, 5), (2, 5), (8, 13)]"
"[K14a6670(0,0)]","[(0, 1), (2, 3), (2, 5), (19, 11)]"
"[K14a6676(0,0)]","[(0, 1), (3, 4), (5, 7), (5, 7)]"
"[K14a6679(0,0)]","[(0, 1), (1, 4), (5, 7), (2, 7)]"
"[K14a6681(0,0)]","[(0, 1), (3, 4), (5, 7), (2, 7)]"
"[K14a6686(0,0)]","[(0, 1), (1, 3), (5, 8), (5, 13)]"
"[K14a6687(0,0)]","[(0, 1), (1, 3), (3, 8), (8, 13)]"
"[K14a6688(0,0)]","[(0, 1), (1, 3), (5, 8), (8, 13)]"
"[K14a6696(0,0)]","[(0, 1), (3, 5), (3, 5), (5, 6)]"
"[K14a6697(0,0)]","[(0, 1), (3, 5), (3, 5), (7, 10)]"
"[K14a6698(0,0)]","[(0, 1), (3, 5), (2, 5), (1, 6)]"
"[K14a6699(0,0)]","[(0, 1), (2, 3), (3, 5), (3, 14)]"
"[K14a6700(0,0)]","[(0, 1), (3, 5), (2, 5), (3, 10)]"
"[K14a6701(0,0)]","[(0, 1), (2, 3), (3, 5), (7, 18)]"
"[K14a6703(0,0)]","[(0, 1), (3, 5), (2, 5), (7, 10)]"
"[K14a6704(0,0)]","[(0, 1), (2, 3), (3, 5), (11, 6)]"
"[K14a6705(0,0)]","[(0, 1), (2, 3), (3, 5), (17, 10)]"
"[K14a6706(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 14)]"
"[K14a6707(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 18)]"
"[K14a6715(0,0)]","[(0, 1), (2, 3), (3, 5), (5, 18)]"
"[K14a6717(0,0)]","[(0, 1), (2, 3), (3, 5), (13, 18)]"
"[K14a6718(0,0)]","[(0, 1), (2, 3), (3, 5), (9, 14)]"
"[K14a6719(0,0)]","[(0, 1), (2, 3), (3, 5), (11, 18)]"
"[K14a6720(0,0)]","[(0, 1), (1, 3), (3, 5), (13, 18)]"
"[K14a6722(0,0)]","[(0, 1), (2, 3), (2, 3), (31, 13)]"
"[K14a6723(0,0)]","[(0, 1), (1, 3), (2, 5), (18, 13)]"
"[K14a6726(0,0)]","[(0, 1), (2, 3), (4, 7), (5, 13)]"
"[K14a6730(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 9)]"
"[K14a6731(0,0)]","[(0, 1), (2, 3), (2, 5), (15, 11)]"
"[K14a6737(0,0)]","[(0, 1), (1, 3), (3, 8), (8, 11)]"
"[K14a6738(0,0)]","[(0, 1), (1, 3), (5, 8), (8, 11)]"
"[K14a674(0,0)]","[(0, 1), (1, 2), (2, 3), (15, 13)]"
"[K14a6749(0,0)]","[(0, 1), (1, 3), (5, 7), (7, 12)]"
"[K14a6750(0,0)]","[(0, 1), (1, 2), (1, 3), (19, 45)]"
"[K14a6772(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 21)]"
"[K14a6775(0,0)]","[(0, 1), (2, 3), (2, 3), (13, 31)]"
"[K14a6777(0,0)]","[(0, 1), (1, 2), (1, 3), (29, 37)]"
"[K14a6784(0,0)]","[(0, 1), (2, 3), (3, 5), (5, 14)]"
"[K14a6787(0,0)]","[(0, 1), (1, 3), (3, 5), (9, 14)]"
"[K14a6798(0,0)]","[(0, 1), (2, 3), (3, 5), (18, 13)]"
"[K14a68(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 13)]"
"[K14a6801(0,0)]","[(0, 1), (2, 3), (2, 5), (19, 7)]"
"[K14a6815(0,0)]","[(0, 1), (2, 3), (2, 5), (11, 19)]"
"[K14a6817(0,0)]","[(0, 1), (2, 5), (2, 5), (9, 7)]"
"[K14a6824(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 19)]"
"[K14a6832(0,0)]","[(0, 1), (3, 5), (2, 5), (12, 5)]"
"[K14a6834(0,0)]","[(0, 1), (3, 5), (2, 5), (12, 7)]"
"[K14a6841(0,0)]","[(0, 1), (2, 3), (5, 7), (8, 13)]"
"[K14a6849(0,0)]","[(0, 1), (1, 3), (5, 7), (5, 13)]"
"[K14a6860(0,0)]","[(0, 1), (2, 3), (4, 5), (5, 13)]"
"[K14a6861(0,0)]","[(0, 1), (3, 5), (3, 5), (5, 13)]"
"[K14a6882(0,0)]","[(0, 1), (2, 3), (5, 7), (12, 7)]"
"[K14a6899(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 49)]"
"[K14a6912(0,0)]","[(0, 1), (1, 4), (5, 7), (5, 7)]"
"[K14a6915(0,0)]","[(0, 1), (1, 3), (3, 8), (5, 13)]"
"[K14a6922(0,0)]","[(0, 1), (3, 5), (2, 5), (5, 6)]"
"[K14a6926(0,0)]","[(0, 1), (2, 3), (1, 3), (18, 23)]"
"[K14a6931(0,0)]","[(0, 1), (2, 3), (3, 5), (11, 14)]"
"[K14a6936(0,0)]","[(0, 1), (1, 4), (5, 7), (4, 5)]"
"[K14a6937(0,0)]","[(0, 1), (1, 4), (5, 7), (4, 7)]"
"[K14a6938(0,0)]","[(0, 1), (3, 4), (5, 7), (4, 5)]"
"[K14a6939(0,0)]","[(0, 1), (3, 4), (5, 7), (4, 7)]"
"[K14a6940(0,0)]","[(0, 1), (3, 4), (5, 7), (1, 5)]"
"[K14a6941(0,0)]","[(0, 1), (3, 4), (5, 7), (3, 7)]"
"[K14a6942(0,0)]","[(0, 1), (1, 3), (3, 8), (12, 7)]"
"[K14a6943(0,0)]","[(0, 1), (1, 3), (3, 4), (19, 7)]"
"[K14a6946(0,0)]","[(0, 1), (1, 3), (1, 4), (18, 13)]"
"[K14a6947(0,0)]","[(0, 1), (1, 3), (3, 4), (18, 13)]"
"[K14a6950(0,0)]","[(0, 1), (1, 3), (3, 4), (21, 13)]"
"[K14a6956(0,0)]","[(0, 1), (1, 3), (1, 4), (8, 21)]"
"[K14a6957(0,0)]","[(0, 1), (1, 3), (3, 4), (8, 21)]"
"[K14a6960(0,0)]","[(0, 1), (3, 5), (3, 5), (3, 10)]"
"[K14a6961(0,0)]","[(0, 1), (2, 3), (3, 5), (13, 10)]"
"[K14a6962(0,0)]","[(0, 1), (1, 3), (3, 5), (5, 18)]"
"[K14a6963(0,0)]","[(0, 1), (1, 3), (3, 5), (5, 14)]"
"[K14a6964(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 18)]"
"[K14a6969(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 6)]"
"[K14a6970(0,0)]","[(0, 1), (1, 3), (3, 5), (13, 10)]"
"[K14a6971(0,0)]","[(0, 1), (1, 3), (3, 5), (17, 10)]"
"[K14a6978(0,0)]","[(0, 1), (1, 3), (3, 4), (19, 11)]"
"[K14a6983(0,0)]","[(0, 1), (1, 3), (5, 8), (12, 7)]"
"[K14a6988(0,0)]","[(0, 1), (2, 3), (2, 3), (21, 29)]"
"[K14a6993(0,0)]","[(0, 1), (1, 3), (1, 3), (5, 23)]"
"[K14a6996(0,0)]","[(0, 1), (1, 2), (1, 3), (26, 45)]"
"[K14a7015(0,0)]","[(0, 1), (1, 2), (4, 5), (12, 17)]"
"[K14a7016(0,0)]","[(0, 1), (1, 2), (4, 7), (12, 17)]"
"[K14a7017(0,0)]","[(0, 1), (1, 2), (1, 5), (12, 17)]"
"[K14a7018(0,0)]","[(0, 1), (1, 2), (3, 7), (12, 17)]"
"[K14a7019(0,0)]","[(0, 1), (1, 2), (1, 3), (46, 17)]"
"[K14a7026(0,0)]","[(0, 1), (1, 2), (1, 3), (43, 31)]"
"[K14a7030(0,0)]","[(0, 1), (1, 3), (5, 8), (2, 9)]"
"[K14a7031(0,0)]","[(0, 1), (1, 2), (1, 3), (37, 29)]"
"[K14a7040(0,0)]","[(0, 1), (1, 3), (5, 8), (7, 9)]"
"[K14a7041(0,0)]","[(0, 1), (1, 3), (5, 8), (9, 7)]"
"[K14a7052(0,0)]","[(0, 1), (1, 3), (3, 8), (2, 9)]"
"[K14a7053(0,0)]","[(0, 1), (1, 2), (1, 3), (35, 27)]"
"[K14a7060(0,0)]","[(0, 1), (1, 3), (5, 7), (5, 12)]"
"[K14a7073(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 18)]"
"[K14a7074(0,0)]","[(0, 1), (2, 3), (2, 3), (13, 34)]"
"[K14a7076(0,0)]","[(0, 1), (1, 2), (1, 3), (8, 37)]"
"[K14a7085(0,0)]","[(0, 1), (2, 3), (1, 3), (23, 18)]"
"[K14a7090(0,0)]","[(0, 1), (1, 3), (2, 5), (13, 18)]"
"[K14a7092(0,0)]","[(0, 1), (2, 3), (2, 3), (31, 18)]"
"[K14a7102(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 30)]"
"[K14a7104(0,0)]","[(0, 1), (1, 4), (5, 7), (1, 5)]"
"[K14a7105(0,0)]","[(0, 1), (1, 4), (5, 7), (3, 7)]"
"[K14a7106(0,0)]","[(0, 1), (1, 3), (1, 4), (19, 7)]"
"[K14a7108(0,0)]","[(0, 1), (1, 3), (1, 4), (21, 13)]"
"[K14a7115(0,0)]","[(0, 1), (3, 5), (3, 5), (1, 6)]"
"[K14a7117(0,0)]","[(0, 1), (2, 3), (3, 5), (7, 6)]"
"[K14a7118(0,0)]","[(0, 1), (1, 3), (3, 5), (3, 14)]"
"[K14a7121(0,0)]","[(0, 1), (1, 3), (3, 5), (11, 6)]"
"[K14a7125(0,0)]","[(0, 1), (1, 3), (1, 4), (19, 11)]"
"[K14a7164(0,0)]","[(0, 1), (2, 3), (2, 3), (7, 26)]"
"[K14a7192(0,0)]","[(0, 1), (2, 3), (1, 3), (16, 25)]"
"[K14a7194(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 3), (2, 7)]"
"[K14a7203(0,0)]","[(0, 1), (2, 3), (1, 3), (8, 29)]"
"[K14a7208(0,0)]","[(0, 1), (2, 3), (1, 3), (12, 29)]"
"[K14a7214(0,0)]","[(0, 1), (2, 3), (3, 5), (12, 19)]"
"[K14a7215(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 5), (2, 5)]"
"[K14a7218(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 3), (2, 7)]"
"[K14a7219(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 3), (2, 5)]"
"[K14a7228(0,0)]","[(0, 1), (1, 3), (2, 5), (2, 11)]"
"[K14a7240(0,0)]","[(0, 1), (1, 3), (3, 5), (9, 11)]"
"[K14a7244(0,0)]","[(0, 1), (3, 5), (3, 5), (7, 9)]"
"[K14a7246(0,0)]","[(0, 1), (2, 3), (1, 3), (16, 23)]"
"[K14a7250(0,0)]","[(0, 1), (2, 3), (1, 3), (8, 27)]"
"[K14a7253(0,0)]","[(0, 1), (2, 3), (1, 3), (4, 17)]"
"[K14a7254(0,0)]","[(0, 1), (2, 3), (1, 3), (4, 19)]"
"[K14a7256(0,0)]","[(0, 1), (2, 3), (3, 5), (8, 19)]"
"[K14a7257(0,0)]","[(0, 1), (2, 3), (3, 5), (4, 15)]"
"[K14a7259(0,0)]","[(0, 1), (2, 3), (1, 3), (12, 31)]"
"[K14a7260(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 5), (2, 5)]"
"[K14a7261(0,0)]","[(0, 1), (2, 3), (3, 5), (8, 21)]"
"[K14a7266(0,0)]","[(0, 1), (2, 3), (3, 5), (12, 17)]"
"[K14a7268(0,0)]","[(0, 1), (2, 3), (3, 5), (4, 13)]"
"[K14a7291(0,0)]","[(0, 1), (2, 3), (3, 7), (2, 9)]"
"[K14a7293(0,0)]","[(0, 1), (2, 3), (2, 7), (5, 9)]"
"[K14a7295(0,0)]","[(0, 1), (2, 3), (2, 7), (7, 11)]"
"[K14a7300(0,0)]","[(0, 1), (2, 3), (5, 7), (1, 6)]"
"[K14a7301(0,0)]","[(0, 1), (2, 3), (5, 7), (3, 10)]"
"[K14a7302(0,0)]","[(0, 1), (2, 3), (5, 7), (7, 10)]"
"[K14a7305(0,0)]","[(0, 1), (2, 3), (2, 7), (5, 6)]"
"[K14a7307(0,0)]","[(0, 1), (2, 3), (2, 7), (7, 10)]"
"[K14a7309(0,0)]","[(0, 1), (2, 3), (2, 5), (11, 18)]"
"[K14a7310(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 6)]"
"[K14a7311(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 10)]"
"[K14a7312(0,0)]","[(0, 1), (2, 3), (2, 5), (17, 10)]"
"[K14a7313(0,0)]","[(0, 1), (2, 3), (2, 3), (17, 14)]"
"[K14a7314(0,0)]","[(0, 1), (2, 3), (2, 3), (23, 18)]"
"[K14a7315(0,0)]","[(0, 1), (2, 3), (2, 3), (25, 18)]"
"[K14a7316(0,0)]","[(0, 1), (2, 3), (2, 3), (23, 14)]"
"[K14a7317(0,0)]","[(0, 1), (2, 3), (2, 3), (29, 18)]"
"[K14a7318(0,0)]","[(0, 1), (2, 3), (1, 3), (13, 34)]"
"[K14a7319(0,0)]","[(0, 1), (2, 3), (1, 3), (19, 30)]"
"[K14a7320(0,0)]","[(0, 1), (2, 3), (1, 3), (21, 34)]"
"[K14a7361(0,0)]","[(0, 1), (2, 3), (2, 3), (17, 22)]"
"[K14a7364(0,0)]","[(0, 1), (2, 3), (1, 3), (5, 22)]"
